ensembl_transcript_id_version	ensembl_gene_id
ENSRNOT00000078458.2	ENSRNOG00000070120
ENSRNOT00000017353.6	ENSRNOG00000011346
ENSRNOT00000089240.2	ENSRNOG00000054324
ENSRNOT00000088488.2	ENSRNOG00000054088
ENSRNOT00000083904.2	ENSRNOG00000057595
ENSRNOT00000028818.6	ENSRNOG00000021220
ENSRNOT00000082266.2	ENSRNOG00000061199
ENSRNOT00000081370.2	ENSRNOG00000009406
ENSRNOT00000067261.3	ENSRNOG00000009406
ENSRNOT00000082307.2	ENSRNOG00000054413
ENSRNOT00000096276.1	ENSRNOG00000069583
ENSRNOT00000095376.1	ENSRNOG00000068160
ENSRNOT00000014084.4	ENSRNOG00000010531
ENSRNOT00000093898.1	ENSRNOG00000069750
ENSRNOT00000079657.2	ENSRNOG00000059280
ENSRNOT00000109921.1	ENSRNOG00000064297
ENSRNOT00000024801.5	ENSRNOG00000018353
ENSRNOT00000118659.1	ENSRNOG00000069934
ENSRNOT00000102941.1	ENSRNOG00000062571
ENSRNOT00000087680.2	ENSRNOG00000036576
ENSRNOT00000103424.1	ENSRNOG00000036576
ENSRNOT00000054681.5	ENSRNOG00000036576
ENSRNOT00000079484.2	ENSRNOG00000060256
ENSRNOT00000048598.2	ENSRNOG00000029670
ENSRNOT00000100759.1	ENSRNOG00000063402
ENSRNOT00000110647.1	ENSRNOG00000069513
ENSRNOT00000101037.1	ENSRNOG00000071091
ENSRNOT00000101870.1	ENSRNOG00000020000
ENSRNOT00000106056.1	ENSRNOG00000020000
ENSRNOT00000027094.7	ENSRNOG00000020000
ENSRNOT00000083222.2	ENSRNOG00000058150
ENSRNOT00000096929.1	ENSRNOG00000019179
ENSRNOT00000109987.1	ENSRNOG00000019179
ENSRNOT00000107236.1	ENSRNOG00000019179
ENSRNOT00000025983.5	ENSRNOG00000019179
ENSRNOT00000105672.1	ENSRNOG00000019179
ENSRNOT00000115834.1	ENSRNOG00000068750
ENSRNOT00000114040.1	ENSRNOG00000068750
ENSRNOT00000112470.1	ENSRNOG00000027161
ENSRNOT00000037500.3	ENSRNOG00000027161
ENSRNOT00000115519.1	ENSRNOG00000070002
ENSRNOT00000082779.2	ENSRNOG00000055378
ENSRNOT00000006991.6	ENSRNOG00000005246
ENSRNOT00000097561.1	ENSRNOG00000005246
ENSRNOT00000091169.2	ENSRNOG00000052131
ENSRNOT00000017090.6	ENSRNOG00000012269
ENSRNOT00000107368.1	ENSRNOG00000012269
ENSRNOT00000119109.1	ENSRNOG00000066094
ENSRNOT00000094686.1	ENSRNOG00000066094
ENSRNOT00000071528.3	ENSRNOG00000045795
ENSRNOT00000073220.3	ENSRNOG00000045795
ENSRNOT00000091314.2	ENSRNOG00000054919
ENSRNOT00000087605.2	ENSRNOG00000058255
ENSRNOT00000086923.2	ENSRNOG00000059686
ENSRNOT00000101658.1	ENSRNOG00000066590
ENSRNOT00000106880.1	ENSRNOG00000016183
ENSRNOT00000021850.6	ENSRNOG00000016183
ENSRNOT00000112131.1	ENSRNOG00000016183
ENSRNOT00000082602.2	ENSRNOG00000016183
ENSRNOT00000094014.1	ENSRNOG00000065603
ENSRNOT00000097339.1	ENSRNOG00000055936
ENSRNOT00000080602.2	ENSRNOG00000055936
ENSRNOT00000090515.2	ENSRNOG00000061526
ENSRNOT00000108144.1	ENSRNOG00000061526
ENSRNOT00000084772.2	ENSRNOG00000051990
ENSRNOT00000086402.2	ENSRNOG00000058441
ENSRNOT00000031170.7	ENSRNOG00000024433
ENSRNOT00000115380.1	ENSRNOG00000064382
ENSRNOT00000076255.2	ENSRNOG00000021133
ENSRNOT00000030186.8	ENSRNOG00000021133
ENSRNOT00000078585.2	ENSRNOG00000021133
ENSRNOT00000085167.2	ENSRNOG00000059798
ENSRNOT00000089659.2	ENSRNOG00000061362
ENSRNOT00000114390.1	ENSRNOG00000064239
ENSRNOT00000099283.1	ENSRNOG00000063849
ENSRNOT00000091376.2	ENSRNOG00000055858
ENSRNOT00000096444.1	ENSRNOG00000055858
ENSRNOT00000099965.1	ENSRNOG00000055858
ENSRNOT00000081620.2	ENSRNOG00000055858
ENSRNOT00000113048.1	ENSRNOG00000009936
ENSRNOT00000013189.9	ENSRNOG00000009936
ENSRNOT00000080847.2	ENSRNOG00000056552
ENSRNOT00000100261.1	ENSRNOG00000066864
ENSRNOT00000076325.2	ENSRNOG00000045647
ENSRNOT00000073599.4	ENSRNOG00000045647
ENSRNOT00000071253.4	ENSRNOG00000045647
ENSRNOT00000088325.2	ENSRNOG00000061190
ENSRNOT00000119143.1	ENSRNOG00000070292
ENSRNOT00000076845.2	ENSRNOG00000051330
ENSRNOT00000099692.1	ENSRNOG00000068696
ENSRNOT00000023116.6	ENSRNOG00000016625
ENSRNOT00000098667.1	ENSRNOG00000070854
ENSRNOT00000011083.8	ENSRNOG00000008382
ENSRNOT00000112383.1	ENSRNOG00000068236
ENSRNOT00000089708.2	ENSRNOG00000057063
ENSRNOT00000094346.1	ENSRNOG00000062709
ENSRNOT00000107937.1	ENSRNOG00000067944
ENSRNOT00000112476.1	ENSRNOG00000065785
ENSRNOT00000078229.2	ENSRNOG00000056917
ENSRNOT00000035123.6	ENSRNOG00000025476
ENSRNOT00000023448.6	ENSRNOG00000017420
ENSRNOT00000084825.2	ENSRNOG00000017420
ENSRNOT00000023437.7	ENSRNOG00000017420
ENSRNOT00000020451.7	ENSRNOG00000015192
ENSRNOT00000113638.1	ENSRNOG00000015192
ENSRNOT00000077337.2	ENSRNOG00000015192
ENSRNOT00000104531.1	ENSRNOG00000063873
ENSRNOT00000073549.2	ENSRNOG00000050620
ENSRNOT00000109230.1	ENSRNOG00000066909
ENSRNOT00000016649.7	ENSRNOG00000012354
ENSRNOT00000016596.7	ENSRNOG00000012354
ENSRNOT00000106700.1	ENSRNOG00000012354
ENSRNOT00000091465.2	ENSRNOG00000021174
ENSRNOT00000106741.1	ENSRNOG00000021174
ENSRNOT00000028749.7	ENSRNOG00000021174
ENSRNOT00000111101.1	ENSRNOG00000021174
ENSRNOT00000105367.1	ENSRNOG00000069586
ENSRNOT00000100528.1	ENSRNOG00000070047
ENSRNOT00000079284.2	ENSRNOG00000055905
ENSRNOT00000017334.6	ENSRNOG00000012828
ENSRNOT00000081071.2	ENSRNOG00000056695
ENSRNOT00000110657.1	ENSRNOG00000012136
ENSRNOT00000016190.8	ENSRNOG00000012136
ENSRNOT00000081593.2	ENSRNOG00000021787
ENSRNOT00000102657.1	ENSRNOG00000017002
ENSRNOT00000022813.3	ENSRNOG00000017002
ENSRNOT00000114397.1	ENSRNOG00000065329
ENSRNOT00000082643.2	ENSRNOG00000057838
ENSRNOT00000104088.1	ENSRNOG00000062380
ENSRNOT00000032796.3	ENSRNOG00000023863
ENSRNOT00000096054.1	ENSRNOG00000062946
ENSRNOT00000107082.1	ENSRNOG00000069742
ENSRNOT00000112186.1	ENSRNOG00000067608
ENSRNOT00000089864.2	ENSRNOG00000051994
ENSRNOT00000113229.1	ENSRNOG00000070149
ENSRNOT00000107528.1	ENSRNOG00000063551
ENSRNOT00000102943.1	ENSRNOG00000063672
ENSRNOT00000101832.1	ENSRNOG00000068006
ENSRNOT00000103891.1	ENSRNOG00000068700
ENSRNOT00000090635.2	ENSRNOG00000059631
ENSRNOT00000028697.6	ENSRNOG00000021139
ENSRNOT00000078393.2	ENSRNOG00000021139
ENSRNOT00000098374.1	ENSRNOG00000025926
ENSRNOT00000035905.6	ENSRNOG00000025926
ENSRNOT00000089664.2	ENSRNOG00000055626
ENSRNOT00000112691.1	ENSRNOG00000063782
ENSRNOT00000104012.1	ENSRNOG00000066467
ENSRNOT00000099749.1	ENSRNOG00000066467
ENSRNOT00000096787.1	ENSRNOG00000066179
ENSRNOT00000086198.2	ENSRNOG00000056039
ENSRNOT00000086795.2	ENSRNOG00000058816
ENSRNOT00000091543.2	ENSRNOG00000010381
ENSRNOT00000067655.3	ENSRNOG00000010381
ENSRNOT00000009826.6	ENSRNOG00000007477
ENSRNOT00000104487.1	ENSRNOG00000062539
ENSRNOT00000037490.5	ENSRNOG00000027156
ENSRNOT00000107165.1	ENSRNOG00000062785
ENSRNOT00000071916.4	ENSRNOG00000014984
ENSRNOT00000020134.7	ENSRNOG00000014984
ENSRNOT00000119262.1	ENSRNOG00000068519
ENSRNOT00000117713.1	ENSRNOG00000068519
ENSRNOT00000116859.1	ENSRNOG00000070891
ENSRNOT00000037369.3	ENSRNOG00000022946
ENSRNOT00000089427.2	ENSRNOG00000055021
ENSRNOT00000080137.2	ENSRNOG00000054425
ENSRNOT00000010126.6	ENSRNOG00000007683
ENSRNOT00000055415.5	ENSRNOG00000023721
ENSRNOT00000085919.2	ENSRNOG00000061470
ENSRNOT00000017911.6	ENSRNOG00000013304
ENSRNOT00000082816.2	ENSRNOG00000057486
ENSRNOT00000083918.2	ENSRNOG00000053994
ENSRNOT00000020707.8	ENSRNOG00000025040
ENSRNOT00000082526.2	ENSRNOG00000058297
ENSRNOT00000081582.2	ENSRNOG00000060535
ENSRNOT00000054880.6	ENSRNOG00000018978
ENSRNOT00000049269.4	ENSRNOG00000018978
ENSRNOT00000049719.5	ENSRNOG00000013038
ENSRNOT00000099600.1	ENSRNOG00000066962
ENSRNOT00000079032.2	ENSRNOG00000052487
ENSRNOT00000078656.2	ENSRNOG00000059571
ENSRNOT00000090421.2	ENSRNOG00000060119
ENSRNOT00000091268.2	ENSRNOG00000068413
ENSRNOT00000099399.1	ENSRNOG00000066924
ENSRNOT00000091329.2	ENSRNOG00000056952
ENSRNOT00000085335.2	ENSRNOG00000060848
ENSRNOT00000038983.6	ENSRNOG00000025394
ENSRNOT00000115662.1	ENSRNOG00000025394
ENSRNOT00000105240.1	ENSRNOG00000065334
ENSRNOT00000087231.2	ENSRNOG00000057752
ENSRNOT00000098519.1	ENSRNOG00000066004
ENSRNOT00000098220.1	ENSRNOG00000066958
ENSRNOT00000111397.1	ENSRNOG00000066958
ENSRNOT00000094440.1	ENSRNOG00000068359
ENSRNOT00000112459.1	ENSRNOG00000065088
ENSRNOT00000083599.2	ENSRNOG00000056990
ENSRNOT00000011244.3	ENSRNOG00000008516
ENSRNOT00000008153.6	ENSRNOG00000006110
ENSRNOT00000084450.2	ENSRNOG00000051455
ENSRNOT00000076786.3	ENSRNOG00000039848
ENSRNOT00000076484.2	ENSRNOG00000039848
ENSRNOT00000076061.2	ENSRNOG00000039848
ENSRNOT00000082337.2	ENSRNOG00000053973
ENSRNOT00000042207.6	ENSRNOG00000020703
ENSRNOT00000108475.1	ENSRNOG00000020703
ENSRNOT00000091464.2	ENSRNOG00000012999
ENSRNOT00000017472.8	ENSRNOG00000012999
ENSRNOT00000104665.1	ENSRNOG00000012999
ENSRNOT00000087395.2	ENSRNOG00000056780
ENSRNOT00000102105.1	ENSRNOG00000069758
ENSRNOT00000078681.2	ENSRNOG00000065690
ENSRNOT00000055882.4	ENSRNOG00000037081
ENSRNOT00000094284.1	ENSRNOG00000037081
ENSRNOT00000078095.2	ENSRNOG00000068737
ENSRNOT00000063783.3	ENSRNOG00000018166
ENSRNOT00000113165.1	ENSRNOG00000018166
ENSRNOT00000108265.1	ENSRNOG00000018166
ENSRNOT00000102819.1	ENSRNOG00000018166
ENSRNOT00000099010.1	ENSRNOG00000018166
ENSRNOT00000014928.6	ENSRNOG00000011239
ENSRNOT00000079512.2	ENSRNOG00000054211
ENSRNOT00000030798.6	ENSRNOG00000022636
ENSRNOT00000044486.4	ENSRNOG00000012514
ENSRNOT00000118244.1	ENSRNOG00000012514
ENSRNOT00000095169.1	ENSRNOG00000014675
ENSRNOT00000019874.3	ENSRNOG00000014675
ENSRNOT00000030259.4	ENSRNOG00000015598
ENSRNOT00000079497.2	ENSRNOG00000015598
ENSRNOT00000100780.1	ENSRNOG00000011804
ENSRNOT00000098444.1	ENSRNOG00000011804
ENSRNOT00000078048.2	ENSRNOG00000011804
ENSRNOT00000017227.5	ENSRNOG00000011804
ENSRNOT00000085573.2	ENSRNOG00000011804
ENSRNOT00000114468.1	ENSRNOG00000065702
ENSRNOT00000090128.2	ENSRNOG00000061024
ENSRNOT00000087060.2	ENSRNOG00000056607
ENSRNOT00000091833.2	ENSRNOG00000055881
ENSRNOT00000085685.2	ENSRNOG00000061617
ENSRNOT00000111078.1	ENSRNOG00000066522
ENSRNOT00000089948.2	ENSRNOG00000057475
ENSRNOT00000098528.1	ENSRNOG00000062403
ENSRNOT00000098775.1	ENSRNOG00000062403
ENSRNOT00000091616.2	ENSRNOG00000055005
ENSRNOT00000097348.1	ENSRNOG00000062697
ENSRNOT00000108016.1	ENSRNOG00000042786
ENSRNOT00000066236.4	ENSRNOG00000042786
ENSRNOT00000067460.5	ENSRNOG00000042786
ENSRNOT00000081175.2	ENSRNOG00000059251
ENSRNOT00000100564.1	ENSRNOG00000059251
ENSRNOT00000097248.1	ENSRNOG00000059251
ENSRNOT00000115565.1	ENSRNOG00000059251
ENSRNOT00000118833.1	ENSRNOG00000070315
ENSRNOT00000104145.1	ENSRNOG00000050860
ENSRNOT00000075107.3	ENSRNOG00000050860
ENSRNOT00000009096.5	ENSRNOG00000006681
ENSRNOT00000085498.2	ENSRNOG00000055571
ENSRNOT00000119315.1	ENSRNOG00000070528
ENSRNOT00000088250.2	ENSRNOG00000054290
ENSRNOT00000010762.8	ENSRNOG00000007946
ENSRNOT00000091419.2	ENSRNOG00000007946
ENSRNOT00000047416.4	ENSRNOG00000007946
ENSRNOT00000010796.5	ENSRNOG00000007918
ENSRNOT00000008817.5	ENSRNOG00000005996
ENSRNOT00000093874.1	ENSRNOG00000005996
ENSRNOT00000097446.1	ENSRNOG00000069514
ENSRNOT00000105612.1	ENSRNOG00000015085
ENSRNOT00000020428.9	ENSRNOG00000015085
ENSRNOT00000097831.1	ENSRNOG00000066444
ENSRNOT00000106267.1	ENSRNOG00000066444
ENSRNOT00000088810.2	ENSRNOG00000056181
ENSRNOT00000012681.8	ENSRNOG00000064139
ENSRNOT00000115710.1	ENSRNOG00000064139
ENSRNOT00000118610.1	ENSRNOG00000064139
ENSRNOT00000050837.2	ENSRNOG00000033165
ENSRNOT00000082131.2	ENSRNOG00000059832
ENSRNOT00000046775.6	ENSRNOG00000023579
ENSRNOT00000119191.1	ENSRNOG00000066350
ENSRNOT00000097674.1	ENSRNOG00000068948
ENSRNOT00000117055.1	ENSRNOG00000063319
ENSRNOT00000080708.2	ENSRNOG00000058161
ENSRNOT00000107276.1	ENSRNOG00000007719
ENSRNOT00000011442.7	ENSRNOG00000007719
ENSRNOT00000110130.1	ENSRNOG00000007719
ENSRNOT00000112239.1	ENSRNOG00000007719
ENSRNOT00000077191.2	ENSRNOG00000055857
ENSRNOT00000113527.1	ENSRNOG00000064681
ENSRNOT00000099015.1	ENSRNOG00000062893
ENSRNOT00000028605.3	ENSRNOG00000021071
ENSRNOT00000104631.1	ENSRNOG00000021071
ENSRNOT00000096447.1	ENSRNOG00000021071
ENSRNOT00000113841.1	ENSRNOG00000066993
ENSRNOT00000086761.2	ENSRNOG00000061153
ENSRNOT00000116829.1	ENSRNOG00000061153
ENSRNOT00000077308.2	ENSRNOG00000061153
ENSRNOT00000090386.2	ENSRNOG00000057546
ENSRNOT00000010208.3	ENSRNOG00000007770
ENSRNOT00000061166.5	ENSRNOG00000063018
ENSRNOT00000025294.7	ENSRNOG00000018567
ENSRNOT00000113605.1	ENSRNOG00000009968
ENSRNOT00000013598.6	ENSRNOG00000009968
ENSRNOT00000116141.1	ENSRNOG00000009968
ENSRNOT00000077938.2	ENSRNOG00000009968
ENSRNOT00000088135.2	ENSRNOG00000054115
ENSRNOT00000074957.2	ENSRNOG00000047310
ENSRNOT00000101727.1	ENSRNOG00000005762
ENSRNOT00000064400.3	ENSRNOG00000005762
ENSRNOT00000079113.2	ENSRNOG00000005762
ENSRNOT00000098024.1	ENSRNOG00000005762
ENSRNOT00000104103.1	ENSRNOG00000063530
ENSRNOT00000113473.1	ENSRNOG00000068991
ENSRNOT00000118929.1	ENSRNOG00000004806
ENSRNOT00000006527.6	ENSRNOG00000004806
ENSRNOT00000087440.2	ENSRNOG00000064287
ENSRNOT00000116334.1	ENSRNOG00000066403
ENSRNOT00000079088.2	ENSRNOG00000059386
ENSRNOT00000098979.1	ENSRNOG00000068451
ENSRNOT00000111395.1	ENSRNOG00000062495
ENSRNOT00000108946.1	ENSRNOG00000064306
ENSRNOT00000114061.1	ENSRNOG00000017326
ENSRNOT00000023404.7	ENSRNOG00000017326
ENSRNOT00000023574.7	ENSRNOG00000017326
ENSRNOT00000099382.1	ENSRNOG00000017326
ENSRNOT00000100484.1	ENSRNOG00000017326
ENSRNOT00000113416.1	ENSRNOG00000068900
ENSRNOT00000119426.1	ENSRNOG00000066278
ENSRNOT00000079467.2	ENSRNOG00000055576
ENSRNOT00000010218.6	ENSRNOG00000007415
ENSRNOT00000119193.1	ENSRNOG00000067446
ENSRNOT00000021538.8	ENSRNOG00000015796
ENSRNOT00000100386.1	ENSRNOG00000015796
ENSRNOT00000114582.1	ENSRNOG00000065788
ENSRNOT00000102164.1	ENSRNOG00000067566
ENSRNOT00000078650.2	ENSRNOG00000017462
ENSRNOT00000119204.1	ENSRNOG00000017462
ENSRNOT00000023584.7	ENSRNOG00000017462
ENSRNOT00000103645.1	ENSRNOG00000063510
ENSRNOT00000003022.4	ENSRNOG00000002223
ENSRNOT00000022184.5	ENSRNOG00000016411
ENSRNOT00000115390.1	ENSRNOG00000016411
ENSRNOT00000118437.1	ENSRNOG00000016411
ENSRNOT00000109234.1	ENSRNOG00000063743
ENSRNOT00000084288.2	ENSRNOG00000059024
ENSRNOT00000045460.3	ENSRNOG00000028991
ENSRNOT00000018246.8	ENSRNOG00000013535
ENSRNOT00000011481.7	ENSRNOG00000008196
ENSRNOT00000028636.6	ENSRNOG00000021090
ENSRNOT00000097542.1	ENSRNOG00000021090
ENSRNOT00000099163.1	ENSRNOG00000021090
ENSRNOT00000094854.1	ENSRNOG00000021090
ENSRNOT00000006859.6	ENSRNOG00000005116
ENSRNOT00000087287.2	ENSRNOG00000057470
ENSRNOT00000078950.2	ENSRNOG00000059004
ENSRNOT00000112005.1	ENSRNOG00000063594
ENSRNOT00000102841.1	ENSRNOG00000071006
ENSRNOT00000010201.6	ENSRNOG00000007759
ENSRNOT00000054686.3	ENSRNOG00000014173
ENSRNOT00000019560.8	ENSRNOG00000014173
ENSRNOT00000028438.5	ENSRNOG00000020941
ENSRNOT00000088609.2	ENSRNOG00000053436
ENSRNOT00000115658.1	ENSRNOG00000068735
ENSRNOT00000101615.1	ENSRNOG00000065738
ENSRNOT00000068511.4	ENSRNOG00000070670
ENSRNOT00000045574.5	ENSRNOG00000029399
ENSRNOT00000102437.1	ENSRNOG00000029399
ENSRNOT00000098572.1	ENSRNOG00000029399
ENSRNOT00000009221.7	ENSRNOG00000007023
ENSRNOT00000086512.2	ENSRNOG00000052617
ENSRNOT00000099663.1	ENSRNOG00000064018
ENSRNOT00000102304.1	ENSRNOG00000068879
ENSRNOT00000024393.4	ENSRNOG00000018143
ENSRNOT00000104442.1	ENSRNOG00000062905
ENSRNOT00000105000.1	ENSRNOG00000018553
ENSRNOT00000025084.5	ENSRNOG00000018553
ENSRNOT00000085457.2	ENSRNOG00000065927
ENSRNOT00000110338.1	ENSRNOG00000063580
ENSRNOT00000025649.6	ENSRNOG00000018901
ENSRNOT00000111375.1	ENSRNOG00000066487
ENSRNOT00000045571.6	ENSRNOG00000066487
ENSRNOT00000107453.1	ENSRNOG00000069190
ENSRNOT00000089218.2	ENSRNOG00000055382
ENSRNOT00000027421.7	ENSRNOG00000020247
ENSRNOT00000105446.1	ENSRNOG00000020247
ENSRNOT00000108314.1	ENSRNOG00000020247
ENSRNOT00000082647.2	ENSRNOG00000060842
ENSRNOT00000076654.3	ENSRNOG00000016394
ENSRNOT00000079236.2	ENSRNOG00000056532
ENSRNOT00000031015.7	ENSRNOG00000030104
ENSRNOT00000108025.1	ENSRNOG00000028185
ENSRNOT00000030559.6	ENSRNOG00000028185
ENSRNOT00000110198.1	ENSRNOG00000067483
ENSRNOT00000023368.6	ENSRNOG00000017223
ENSRNOT00000099285.1	ENSRNOG00000017223
ENSRNOT00000080352.2	ENSRNOG00000017223
ENSRNOT00000017387.6	ENSRNOG00000012851
ENSRNOT00000097185.1	ENSRNOG00000068769
ENSRNOT00000085589.2	ENSRNOG00000056200
ENSRNOT00000116799.1	ENSRNOG00000008859
ENSRNOT00000081682.2	ENSRNOG00000008859
ENSRNOT00000011794.7	ENSRNOG00000008859
ENSRNOT00000008713.5	ENSRNOG00000005766
ENSRNOT00000099392.1	ENSRNOG00000066671
ENSRNOT00000114803.1	ENSRNOG00000066671
ENSRNOT00000109212.1	ENSRNOG00000066671
ENSRNOT00000110537.1	ENSRNOG00000066671
ENSRNOT00000109257.1	ENSRNOG00000021242
ENSRNOT00000051404.7	ENSRNOG00000021242
ENSRNOT00000028854.7	ENSRNOG00000021242
ENSRNOT00000097040.1	ENSRNOG00000068591
ENSRNOT00000077844.2	ENSRNOG00000054081
ENSRNOT00000101937.1	ENSRNOG00000052445
ENSRNOT00000084282.2	ENSRNOG00000052445
ENSRNOT00000103124.1	ENSRNOG00000064470
ENSRNOT00000106393.1	ENSRNOG00000065735
ENSRNOT00000043436.2	ENSRNOG00000067484
ENSRNOT00000109202.1	ENSRNOG00000015667
ENSRNOT00000021135.7	ENSRNOG00000015667
ENSRNOT00000095257.1	ENSRNOG00000015667
ENSRNOT00000087836.2	ENSRNOG00000008600
ENSRNOT00000108049.1	ENSRNOG00000008600
ENSRNOT00000064472.3	ENSRNOG00000008600
ENSRNOT00000045073.5	ENSRNOG00000043088
ENSRNOT00000106827.1	ENSRNOG00000062408
ENSRNOT00000077622.2	ENSRNOG00000060933
ENSRNOT00000102199.1	ENSRNOG00000069281
ENSRNOT00000117059.1	ENSRNOG00000064779
ENSRNOT00000108653.1	ENSRNOG00000067177
ENSRNOT00000109834.1	ENSRNOG00000067177
ENSRNOT00000032881.7	ENSRNOG00000023935
ENSRNOT00000080796.2	ENSRNOG00000057313
ENSRNOT00000098821.1	ENSRNOG00000063479
ENSRNOT00000114649.1	ENSRNOG00000066255
ENSRNOT00000111270.1	ENSRNOG00000064701
ENSRNOT00000116110.1	ENSRNOG00000064701
ENSRNOT00000115862.1	ENSRNOG00000064701
ENSRNOT00000088792.2	ENSRNOG00000064817
ENSRNOT00000100862.1	ENSRNOG00000066634
ENSRNOT00000080061.2	ENSRNOG00000057048
ENSRNOT00000022726.6	ENSRNOG00000016448
ENSRNOT00000085944.2	ENSRNOG00000057912
ENSRNOT00000112231.1	ENSRNOG00000015406
ENSRNOT00000020763.8	ENSRNOG00000015406
ENSRNOT00000090022.2	ENSRNOG00000067801
ENSRNOT00000053714.3	ENSRNOG00000035591
ENSRNOT00000098976.1	ENSRNOG00000064000
ENSRNOT00000116689.1	ENSRNOG00000064000
ENSRNOT00000114030.1	ENSRNOG00000027459
ENSRNOT00000038860.5	ENSRNOG00000027459
ENSRNOT00000009874.3	ENSRNOG00000007354
ENSRNOT00000118200.1	ENSRNOG00000007354
ENSRNOT00000015921.7	ENSRNOG00000011854
ENSRNOT00000101507.1	ENSRNOG00000005289
ENSRNOT00000007492.8	ENSRNOG00000005289
ENSRNOT00000095865.1	ENSRNOG00000005289
ENSRNOT00000084528.2	ENSRNOG00000005289
ENSRNOT00000106998.1	ENSRNOG00000067875
ENSRNOT00000062182.2	ENSRNOG00000040429
ENSRNOT00000081804.2	ENSRNOG00000015670
ENSRNOT00000072943.3	ENSRNOG00000015670
ENSRNOT00000021318.5	ENSRNOG00000015670
ENSRNOT00000000599.8	ENSRNOG00000022289
ENSRNOT00000091542.2	ENSRNOG00000022289
ENSRNOT00000093569.2	ENSRNOG00000062268
ENSRNOT00000095929.1	ENSRNOG00000069384
ENSRNOT00000116214.1	ENSRNOG00000024497
ENSRNOT00000038154.5	ENSRNOG00000024497
ENSRNOT00000106498.1	ENSRNOG00000024497
ENSRNOT00000118586.1	ENSRNOG00000024497
ENSRNOT00000098092.1	ENSRNOG00000024497
ENSRNOT00000119513.1	ENSRNOG00000062975
ENSRNOT00000087360.2	ENSRNOG00000061412
ENSRNOT00000120254.1	ENSRNOG00000009191
ENSRNOT00000012187.7	ENSRNOG00000009191
ENSRNOT00000102683.1	ENSRNOG00000006763
ENSRNOT00000009706.6	ENSRNOG00000006763
ENSRNOT00000112570.1	ENSRNOG00000006763
ENSRNOT00000054556.2	ENSRNOG00000036445
ENSRNOT00000033427.7	ENSRNOG00000008552
ENSRNOT00000077573.2	ENSRNOG00000008552
ENSRNOT00000064930.3	ENSRNOG00000012060
ENSRNOT00000077585.2	ENSRNOG00000058715
ENSRNOT00000028431.7	ENSRNOG00000020935
ENSRNOT00000012626.6	ENSRNOG00000009505
ENSRNOT00000113942.1	ENSRNOG00000068880
ENSRNOT00000063164.2	ENSRNOG00000041411
ENSRNOT00000048274.2	ENSRNOG00000067935
ENSRNOT00000042110.5	ENSRNOG00000066687
ENSRNOT00000036398.6	ENSRNOG00000026446
ENSRNOT00000089104.2	ENSRNOG00000015059
ENSRNOT00000083132.2	ENSRNOG00000008688
ENSRNOT00000108204.1	ENSRNOG00000008688
ENSRNOT00000066043.3	ENSRNOG00000008688
ENSRNOT00000067727.3	ENSRNOG00000015756
ENSRNOT00000021531.7	ENSRNOG00000016033
ENSRNOT00000111386.1	ENSRNOG00000068343
ENSRNOT00000064305.4	ENSRNOG00000019202
ENSRNOT00000102433.1	ENSRNOG00000068456
ENSRNOT00000096891.1	ENSRNOG00000068456
ENSRNOT00000053575.3	ENSRNOG00000035452
ENSRNOT00000114710.1	ENSRNOG00000063140
ENSRNOT00000110663.1	ENSRNOG00000014999
ENSRNOT00000020543.8	ENSRNOG00000014999
ENSRNOT00000099589.1	ENSRNOG00000014999
ENSRNOT00000061221.2	ENSRNOG00000062468
ENSRNOT00000098635.1	ENSRNOG00000061058
ENSRNOT00000091210.2	ENSRNOG00000061058
ENSRNOT00000104644.1	ENSRNOG00000061058
ENSRNOT00000089549.2	ENSRNOG00000066045
ENSRNOT00000011030.5	ENSRNOG00000008346
ENSRNOT00000053665.2	ENSRNOG00000035542
ENSRNOT00000034240.6	ENSRNOG00000025245
ENSRNOT00000024709.6	ENSRNOG00000018018
ENSRNOT00000024750.5	ENSRNOG00000018018
ENSRNOT00000086164.2	ENSRNOG00000018018
ENSRNOT00000048592.6	ENSRNOG00000018018
ENSRNOT00000104958.1	ENSRNOG00000068901
ENSRNOT00000114960.1	ENSRNOG00000065403
ENSRNOT00000051385.7	ENSRNOG00000066878
ENSRNOT00000057095.4	ENSRNOG00000066878
ENSRNOT00000116290.1	ENSRNOG00000066878
ENSRNOT00000028495.8	ENSRNOG00000020996
ENSRNOT00000021529.5	ENSRNOG00000016089
ENSRNOT00000053677.2	ENSRNOG00000035554
ENSRNOT00000096443.1	ENSRNOG00000069665
ENSRNOT00000113197.1	ENSRNOG00000062886
ENSRNOT00000110816.1	ENSRNOG00000066651
ENSRNOT00000014506.7	ENSRNOG00000010910
ENSRNOT00000094262.1	ENSRNOG00000069166
ENSRNOT00000053686.2	ENSRNOG00000035563
ENSRNOT00000113759.1	ENSRNOG00000016110
ENSRNOT00000021570.3	ENSRNOG00000016110
ENSRNOT00000105199.1	ENSRNOG00000070181
ENSRNOT00000096348.1	ENSRNOG00000067806
ENSRNOT00000105065.1	ENSRNOG00000070508
ENSRNOT00000118681.1	ENSRNOG00000070508
ENSRNOT00000082624.2	ENSRNOG00000056184
ENSRNOT00000113902.1	ENSRNOG00000056184
ENSRNOT00000094219.1	ENSRNOG00000068836
ENSRNOT00000108309.1	ENSRNOG00000025711
